sentence,emotion
אתם מרגישים פחד כשאתם נמצאים בסיטואציה מסוכנת.,Fear
היא מרגישה שהלב שלה מתמלא בפחד כשהיא רואה משהו מוזר.,Fear
אני מרגיש פחד כשאני נמצא במקום לא ידוע ולא בטוח.,Fear
אנחנו מרגישים פחד כשאנחנו שומעים על דברים שאינם בשליטתנו.,Fear
אתם מרגישים שהלב שלכם מתמלא בפחד כשאתם חושבים על דברים לא בטוחים.,Fear
הם מרגישים פחד כשהם רואים משהו לא מובן ולא מוסבר.,Fear
אני לא מרגיש בטחון כשאני שומע על דברים מפחידים ומוזרים.,Fear
אנחנו מרגישים שהלב שלנו מתמלא בפחד כשאנחנו נמצאים במצב לא ברור.,Fear
אתם מרגישים פחד כשאתם רואים מישהו מתקרב עם כוונות לא ידועות.,Fear
היא מרגישה פחד כשהיא שומעת על דברים שמפחידים אותה.,Fear
אני מרגיש שהלב שלי מתמלא בפחד כשאני חושב על אובדן בלתי צפוי.,Fear
אנחנו לא מרגישים בטחון כשאנחנו חושבים על אסון שיכול להתרחש.,Fear
אתם מרגישים פחד כשאתם נמצאים במקום שמפחיד אתכם.,Fear
הוא מרגיש פחד כשהוא רואה משהו בלתי מוסבר ומתמיה.,Fear
אני מרגיש פחד כשאני נמצא בסיטואציה של חוסר ודאות.,Fear
אנחנו מרגישים שהלב שלנו מתמלא בפחד כשאנחנו שומעים על משהו שמאיים עלינו.,Fear
אתם מרגישים פחד כשאתם רואים מישהו שלא מתנהג בצורה נורמלית.,Fear
היא מרגישה פחד כשהיא חושבת על דברים לא ידועים ולא מובנים.,Fear
אני לא מרגיש בטחון כשאני שומע על דברים שלא ניתן להסביר.,Fear
אנחנו מרגישים פחד כשאנחנו רואים משהו שיכול להוות סכנה.,Fear
אתם מרגישים שהלב שלכם מתמלא בפחד כשאתם חושבים על דברים מפחידים.,Fear
הם מרגישים פחד כשהם שומעים על דברים מסוכנים ומאיימים.,Fear
אני מרגיש הפתעה כשאני מקבל מתנה בלתי צפויה.,Fear
אתה מרגיש הפתעה כשאתה רואה מישהו שלא ציפית לראות.,Surprise
היא מרגישה שהלב שלה מתמלא בהפתעה כשהיא שומעת חדשות מרעישות.,Surprise
אנחנו מרגישים הפתעה כשאנחנו רואים משהו יוצא דופן ברחוב.,Surprise
הם מרגישים הפתעה כשהם מקבלים הודעה משמחת.,Surprise
אני מרגיש שהלב שלי מתמלא בהפתעה כשאני שומע על משהו מדהים.,Surprise
היא מרגישה הפתעה כשהיא רואה את החבר שלה במפתיע.,Surprise
אנחנו מרגישים הפתעה כשאנחנו שומעים על משהו שלא ציפינו לו.,Surprise
אתם מרגישים שהלב שלכם מתמלא בהפתעה כשאתם רואים הופעה מיוחדת.,Surprise
הם מרגישים הפתעה כשהם רואים את השמש זורחת באמצע הלילה.,Surprise
אני מרגיש הפתעה כשאני מגלה משהו שלא ידעתי.,Surprise
אנחנו מרגישים שהלב שלנו מתמלא בהפתעה כשאנחנו שומעים על שינוי מפתיע.,Surprise
אתם מרגישים הפתעה כשאתם רואים מישהו שמזכיר לכם משהו מהעבר.,Surprise
היא מרגישה הפתעה כשהיא מגלה דבר חדש ולא ידוע לה.,Surprise
אני לא מרגיש שגרה כשאני שומע על חידוש מעניין.,Surprise
אנחנו מרגישים הפתעה כשאנחנו מקבלים מתנה ייחודית.,Surprise
אתם מרגישים הפתעה כשאתם רואים תופעה שלא ציפיתם לראות.,Surprise
הם מרגישים שהלב שלהם מתמלא בהפתעה כשאנחנו שומעים על תגלית מדעית.,Surprise
אני מרגיש הפתעה כשאני רואה מקום שלא ידעתי שקיים.,Surprise
אנחנו מרגישים הפתעה כשאנחנו שומעים על חוויה יוצאת דופן.,Surprise
אתם מרגישים שהלב שלכם מתמלא בהפתעה כשאתם נמצאים בסיטואציה בלתי צפויה.,Surprise
הוא מרגיש הפתעה כשהוא מגלה משהו חשוב ומעניין.,Surprise
אני לא מרגיש שגרה כשאני רואה משהו שלא ציפיתי לו.,Surprise
אנחנו מרגישים שהלב שלנו מתמלא בהפתעה כשאנחנו חושבים על דברים שלא חשבנו עליהם.,Surprise
אתם מרגישים הפתעה כשאתם רואים מישהו משנה את דעתו לפתע.,Surprise
הם מרגישים הפתעה כשהם שומעים על משהו שלא הכירו בעבר.,Surprise
אני מרגיש שהלב שלי מתמלא בהפתעה כשאני מגלה דבר חדש ומרענן.,Surprise
אנחנו לא מרגישים שגרה כשאנחנו שומעים על דבר שלא ציפינו לו.,Surprise
אתם מרגישים הפתעה כשאתם רואים מישהו עושה דבר מפתיע.,Surprise
היא מרגישה שהלב שלה מתמלא בהפתעה כשהיא חושבת על דברים שלא חשבה עליהם.,Surprise
אני מרגיש הפתעה כשאני מגלה פריט שלא ידעתי עליו.,Surprise
אנחנו מרגישים הפתעה כשאנחנו רואים משהו מרהיב ובלתי נשכח.,Surprise
אתם מרגישים שהלב שלכם מתמלא בהפתעה כשאתם שומעים על חידוש טכנולוגי.,Surprise
הם מרגישים הפתעה כשהם רואים משהו שלא הכירו.,Surprise
אני לא מרגיש שגרה כשאני שומע על משהו שלא ידעתי.,Surprise
אנחנו מרגישים שהלב שלנו מתמלא בהפתעה כשאנחנו חושבים על דברים שלא חשבנו עליהם.,Surprise
אתם מרגישים הפתעה כשאתם רואים מישהו שמשנה את דעתו לפתע.,Surprise
היא מרגישה הפתעה כשהיא שומעת על משהו שלא ציפתה לו.,Surprise
אני מרגיש שהלב שלי מתמלא בהפתעה כשאני מגלה דבר חדש ומרענן.,Surprise
אנחנו לא מרגישים שגרה כשאנחנו רואים משהו יוצא דופן ולא שגרתי.,Surprise
אתם מרגישים הפתעה כשאתם שומעים על משהו שלא הכרתם.,Surprise
הוא מרגיש הפתעה כשהוא רואה משהו שונה ומיוחד.,Surprise
אני מרגיש הפתעה כשאני נמצא בסיטואציה לא צפויה.,Surprise
אנחנו מרגישים שהלב שלנו מתמלא בהפתעה כשאנחנו רואים משהו בלתי נשכח.,Surprise
אתם מרגישים הפתעה כשאתם שומעים על חידוש מרהיב ומעניין.,Surprise
היא מרגישה הפתעה כשהיא חושבת על דברים שלא חשבה עליהם.,Surprise
אני לא מרגיש שגרה כשאני רואה משהו לא צפוי ולא שגרתי.,Surprise
אנחנו מרגישים הפתעה כשאנחנו רואים משהו לא שגרתי ומרתק.,Surprise
אתם מרגישים שהלב שלכם מתמלא בהפתעה כשאתם שומעים על משהו מדהים ומעניין.,Surprise
הם מרגישים הפתעה כשהם רואים משהו מרהיב ויוצא דופן.,Surprise
אני מרגיש גועל כשאני רואה משהו מטונף ולא נעים.,Surprise
אתה מרגיש גועל כשאתה מריח משהו מסריח.,Disgust
היא מרגישה שהלב שלה מתמלא בגועל כשהיא רואה משהו דוחה.,Disgust
אנחנו מרגישים גועל כשאנחנו רואים תמונה לא נעימה.,Disgust
הם מרגישים גועל כשהם שומעים משהו מגעיל.,Disgust
אני מרגיש שהלב שלי מתמלא בגועל כשאני חושב על אוכל מקולקל.,Disgust
היא מרגישה גועל כשהיא רואה מישהו לא נקי.,Disgust
אנחנו מרגישים גועל כשאנחנו שומעים על דברים בלתי מוסברים.,Disgust
אתם מרגישים שהלב שלכם מתמלא בגועל כשאתם רואים משהו לא תקין.,Disgust
הם מרגישים גועל כשהם רואים משהו לא ראוי ולא מוסרי.,Disgust
אני מרגיש גועל כשאני רואה משהו מזוהם ומטונף.,Disgust
אנחנו מרגישים שהלב שלנו מתמלא בגועל כשאנחנו שומעים על משהו מסריח.,Disgust
אתם מרגישים גועל כשאתם רואים חיה לא נקייה.,Disgust
הוא מרגיש גועל כשהוא חושב על דברים לא נעימים.,Disgust
אני לא מרגיש נעים כשאני רואה משהו דוחה ולא נעים.,Disgust
אנחנו מרגישים גועל כשאנחנו רואים משהו לא ראוי ולא מוסרי.,Disgust
אתם מרגישים גועל כשאתם שומעים על משהו מסריח ולא נעים.,Disgust
הם מרגישים שהלב שלהם מתמלא בגועל כשאנחנו חושבים על דברים מגעילים.,Disgust
אני מרגיש גועל כשאני רואה משהו מזוהם ומגעיל.,Disgust
אנחנו מרגישים גועל כשאנחנו שומעים על משהו מטונף ומסריח.,Disgust
אתם מרגישים שהלב שלכם מתמלא בגועל כשאתם רואים משהו לא תקין.,Disgust
היא מרגישה גועל כשהיא רואה משהו לא נעים ולא מתאים.,Disgust
אני לא מרגיש נעים כשאני שומע על דברים מגעילים ולא רצויים.,Disgust
אנחנו מרגישים שהלב שלנו מתמלא בגועל כשאנחנו חושבים על דברים לא ראויים.,Disgust
אתם מרגישים גועל כשאתם רואים מישהו לא נקי ולא מסודר.,Disgust
הם מרגישים גועל כשהם שומעים על משהו מסריח ומטונף.,Disgust
אני מרגיש שהלב שלי מתמלא בגועל כשאני רואה משהו דוחה ומטונף.,Disgust
אנחנו לא מרגישים נעים כשאנחנו שומעים על דברים לא נעימים ולא תקינים.,Disgust
אתם מרגישים גועל כשאתם רואים משהו מגעיל ומזוהם.,Disgust
היא מרגישה שהלב שלה מתמלא בגועל כשהיא חושבת על דברים מגעילים.,Disgust
אני מרגיש גועל כשאני נמצא בסביבה לא נקייה ולא נעימה.,Disgust
אנחנו מרגישים גועל כשאנחנו שומעים על משהו מסריח ומזוהם.,Disgust
אתם מרגישים שהלב שלכם מתמלא בגועל כשאתם רואים משהו לא נעים ולא רצוי.,Disgust
הם מרגישים גועל כשהם רואים משהו דוחה ומטונף.,Disgust
אני לא מרגיש נעים כשאני שומע על דברים לא נעימים ולא תקינים.,Disgust
אנחנו מרגישים שהלב שלנו מתמלא בגועל כשאנחנו חושבים על דברים לא ראויים ולא נעימים.,Disgust
אתם מרגישים גועל כשאתם רואים מישהו לא נקי ולא מסודר.,Disgust
הוא מרגיש גועל כשהוא שומע על משהו מסריח ומגעיל.,Disgust
אני מרגיש שהלב שלי מתמלא בגועל כשאני רואה משהו לא נעים ומזוהם.,Disgust
אנחנו לא מרגישים נעים כשאנחנו שומעים על דברים לא נעימים ולא תקינים.,Disgust
אתם מרגישים גועל כשאתם רואים משהו מגעיל ולא ראוי.,Disgust
היא מרגישה גועל כשהיא חושבת על דברים לא נעימים ולא מתאימים.,Disgust
אני מרגיש גועל כשאני נמצא במקום לא נקי ולא מסודר.,Disgust
אנחנו מרגישים שהלב שלנו מתמלא בגועל כשאנחנו שומעים על משהו מסריח ולא נעים.,Disgust
אתם מרגישים גועל כשאתם רואים משהו לא תקין ולא מתאים.,Disgust
הם מרגישים שהלב שלהם מתמלא בגועל כשאנחנו חושבים על דברים לא ראויים ולא נעימים.,Disgust
אני לא מרגיש נעים כשאני שומע על דברים לא נעימים ולא מתאימים.,Disgust
אנחנו מרגישים גועל כשאנחנו רואים משהו דוחה ולא נעים.,Disgust
אתם מרגישים שהלב שלכם מתמלא בגועל כשאתם רואים משהו מגעיל ולא מסודר.,Disgust
הוא מרגיש גועל כשהוא שומע על משהו מסריח ומטונף.,Disgust
אני מרגיש גועל כשאני רואה משהו לא נקי ולא מתאים.,Disgust
אני מרגיש כעס כשמישהו מפריע לי במכוון.,Anger
אתה מרגיש כעס כשאתה רואה אי צדק חברתי.,Anger
היא מרגישה שהלב שלה מתמלא בכעס כשהיא שומעת על דברים שמפירים את שלוות הרוח.,Anger
אנחנו מרגישים כעס כשאנחנו רואים התנהגות לא ראויה.,Anger
הם מרגישים כעס כשהם נתקלים באי צדק בעבודה.,Anger
אני מרגיש שהלב שלי מתמלא בכעס כשאני חושב על דברים שמעצבנים אותי.,Anger
היא מרגישה כעס כשהיא שומעת על עוולות חברתיות.,Anger
אנחנו מרגישים כעס כשאנחנו רואים מישהו עושה דבר פוגעני.,Anger
אתם מרגישים שהלב שלכם מתמלא בכעס כשאתם חושבים על דברים שלא צודקים.,Anger
הם מרגישים כעס כשהם שומעים על חוסר צדק פוליטי.,Anger
אני מרגיש כעס כשאני רואה מישהו מפיר את הכללים בכוונה.,Anger
אנחנו מרגישים שהלב שלנו מתמלא בכעס כשאנחנו שומעים על עוול שנעשה.,Anger
אתם מרגישים כעס כשאתם רואים מישהו עוקף בתור בכוונה.,Anger
הוא מרגיש כעס כשהוא שומע על משהו שלא פועל כמו שצריך.,Anger
אני לא מרגיש נעים כשאני שומע על דברים שמרגיזים אותי.,Anger
אנחנו מרגישים כעס כשאנחנו רואים מישהו משתמש בכוח לרעה.,Anger
אתם מרגישים כעס כשאתם שומעים על דברים שלא מתנהלים כשורה.,Anger
הם מרגישים שהלב שלהם מתמלא בכעס כשאנחנו חושבים על דברים שלא הוגנים.,Anger
אני מרגיש כעס כשאני רואה מישהו מפר את הכללים בכוונה.,Anger
אנחנו מרגישים כעס כשאנחנו שומעים על חוסר צדק משפטי.,Anger
אתם מרגישים שהלב שלכם מתמלא בכעס כשאתם חושבים על דברים שמפירים את שלוות הרוח.,Anger
היא מרגישה כעס כשהיא רואה מישהו מתנהג בצורה לא הולמת.,Anger
אני לא מרגיש נעים כשאני שומע על דברים שמרגיזים אותי ולא נכונים.,Anger
אנחנו מרגישים שהלב שלנו מתמלא בכעס כשאנחנו חושבים על דברים שלא הוגנים.,Anger
אתם מרגישים כעס כשאתם רואים מישהו עושה משהו פוגע בכוונה.,Anger
הם מרגישים כעס כשהם שומעים על משהו שלא מתנהל כשורה.,Anger
אני מרגיש שהלב שלי מתמלא בכעס כשאני חושב על דברים שמפירים את שלוות הרוח.,Anger
אנחנו לא מרגישים נעים כשאנחנו שומעים על דברים שמרגיזים אותנו ולא צודקים.,Anger
אתם מרגישים כעס כשאתם רואים מישהו עוקף בתור בכוונה.,Anger
היא מרגישה שהלב שלה מתמלא בכעס כשהיא חושבת על דברים שלא מתנהלים כשורה.,Anger
אני מרגיש כעס כשאני נמצא בסיטואציה לא צודקת.,Anger
אנחנו מרגישים כעס כשאנחנו שומעים על דברים שלא פועלים כפי שצריך.,Anger
אתם מרגישים שהלב שלכם מתמלא בכעס כשאתם חושבים על דברים שמרגיזים אתכם.,Anger
הם מרגישים כעס כשהם רואים מישהו מפר את הכללים בכוונה.,Anger
אני לא מרגיש נעים כשאני שומע על דברים שלא מתנהלים כשורה.,Anger
אנחנו מרגישים שהלב שלנו מתמלא בכעס כשאנחנו חושבים על דברים שלא צודקים.,Anger
אתם מרגישים כעס כשאתם רואים מישהו פוגע במישהו אחר בכוונה.,Anger
הוא מרגיש כעס כשהוא שומע על משהו שלא פועל כמו שצריך.,Anger
אני מרגיש שהלב שלי מתמלא בכעס כשאני חושב על דברים שמרגיזים אותי ולא נכונים.,Anger
אנחנו לא מרגישים נעים כשאנחנו שומעים על דברים שמרגיזים אותנו ולא צודקים.,Anger
אתם מרגישים כעס כשאתם רואים מישהו עוקף בתור בכוונה.,Anger
היא מרגישה כעס כשהיא חושבת על דברים שמפרים את שלוות הרוח.,Anger
אני מרגיש כעס כשאני נמצא בסיטואציה של חוסר צדק.,Anger
אנחנו מרגישים שהלב שלנו מתמלא בכעס כשאנחנו שומעים על דברים שלא מתנהלים כשורה.,Anger
אתם מרגישים כעס כשאתם רואים מישהו מפר את הכללים בכוונה.,Anger
הם מרגישים שהלב שלהם מתמלא בכעס כשאנחנו חושבים על דברים שלא הוגנים.,Anger
אני לא מרגיש נעים כשאני שומע על דברים שמרגיזים אותי ולא נכונים.,Anger
אנחנו מרגישים כעס כשאנחנו רואים מישהו פוגע במישהו אחר בכוונה.,Anger
אתם מרגישים שהלב שלכם מתמלא בכעס כשאתם חושבים על דברים שמפרים את שלוות הרוח.,Anger
הוא מרגיש כעס כשהוא שומע על משהו שלא פועל כמו שצריך.,Anger
אני מרגיש כעס כשאני חושב על דברים שמרגיזים אותי ולא נכונים.,Anger
"יצאתי עם זר הפרחים שלי בצבעי אדום וצהוב מתחת לזרועי, מרגיש מעט אופטימי יותר ממה שהייתי כשגעתי.",Joy
"אני מסביר למה נשארתי בקשר עם בחור שהיה בדרכים רבות לא בוגר ולא מחויב, למרות ההתלהבות שכנראה הייתי צריך להרגיש לקבלה לתוכנית המאסטרים באוניברסיטת וירג'יניה.",Joy
אני אוהב להרגיש את אותה תחושת נשימה חסרת סבלנות כמו של קורא שמחכה לראות מה יקרה הלאה.,Joy
"אני מרגיש כאילו אני נמצא בפיסגה, מתרגש ומלא באנרגיה, בלי שום סיבה מיוחדת.",Joy
אני מרגיש שכחול ואדום הם צבעים עשירים ומעולים.,Joy
"אני מרגיש שגיליתי אתכם דרך תגובות ומיילים, ולכן אני מעריך ושמח שאתם חלק מהמרחב הקטן הזה.",Joy
"אני בוחן את הפוסטים שלי מהשנים האחרונות ורק מרגיש סיפוק עם קטעים מעורפלים בלבד, רק חלק מהם מצליחים לתפוס את מה שזה להיות אני או מישהו כמוני בדבלין במאה ה-21.",Joy
אני מרגיש יותר מוסרי כשאני אוכל ירקות עם חומוס.,Joy
"אני מרגיש מאוד מכובד להיות כלול במגזין שמעדיף בריאות ואורח חיים נקי כל כך. אני סקרן, האם אתם קוראים מגזינים שמתמקדים בבריאות ואורח חיים נקי, כמו ",Joy
אני מרגיש שקט ומאושר לגבי החתונה שלנו שוב עכשיו אחרי שיש לי זמן לחשוב על זה.,Joy
"שוחחתי עם מאמן קלודיה בארקומב ומאמן עלי בו במשך זמן רב, והם שניהם גרמו לי להרגיש מאוד מקובל באוניון.",Joy
"אני מרגיש שאני יכול להיכנס לכל מצב ולהצליח כי אני מתמודד כל חיי, כך הסביר שאוב בראיון עם ה",Joy
אני במצב רוח כל כך שמח היום; אני מרגיש כמעט מרוצה ולא עשיתי משהו שונה מהרגיל היום. זה נפלא.,Joy
אני גם יודע שאני מרגיש שום דבר אלא חיבה ידידותית אליהם גם כן.,Joy
"אני מרגיש שעשיתי סוף שבוע פרודוקטיבי למדי ואני לא תמיד יכול לומר את זה, לא משנה כמה אני מסיים.",Joy
אני מרגיש שאני מתמודד עם הדיאטה שלי בדרך הנכונה ושהכל בסדר.,Joy
אני מרגיש לגמרי רגוע ונוח.,Joy
אני מרגיש שאני זוכה לברכה בעולמי.,Joy
אני מרגיש כל כך שמח.,Joy
אני רץ בקצב של דקות שנראה לי די סביר.,Joy
אני מרגיש רע מאוד אז אני לא מאוד שאפתן עכשיו.,Sadness
אני מעדכן את הבלוג שלי כי אני מרגיש רע.,Sadness
אני אף פעם לא עושה לה להפרד ממני כי אני לא רוצה שהיא תרגיש שאני מתבייש בה.,Sadness
הרגשתי קצת גאווה כשעשיתי את זה.,Sadness
"אני מרגיש רגשיות יפה כשאני יודע שהנשים האלה, מהן הכרתי רק חלק קטן, החזיקו אותי ואת הבבה שלי במסע שלנו.",Sadness
אני מרגיש שהמשמעות שלי עכשיו היא רק לקרוע את המפרשים שלך עם הפסימיות שלי ואי הסיפוק שלי.,Sadness
אני מרגיש שהגעתי לאיזו עוצמה או משהו כזה בגלל שלא הייתה לי חום האם בכלל.,Sadness
אני מרגיש קצת המום אבל לא יכול לדמיין מה מרגישים האנשים שעבדו בסטודיו עד הבוקר.,Sadness
אני מרגיש שאני פגום או משהו בגלל שאין לי דלקת חום.,Sadness
ביליתי את שני השבועות האחרונים בבית הספר מרגיש מצוברח.,Sadness
"אני מרגיש שלאנשים יש את זה יותר ממה שהם צריכים וממלאים את התחושה כאשר זה עף בצורה חופשית מהשפה, אבל זה בסדר מבחינתי.",Sadness
אני מרגיש שאני רק מתחיל להבין את הברכות שבאות מהכניעה לרצון האדון.,Sadness
"אני חושב על הדברים שאמרתי ועל הדברים שעשיתי; זה גורם לי להרגיש תיעוב עצמי כשאני צריך לגרום לך להיות מאושר ולחייך, שזה רחוק ממה שעשיתי.",Sadness
אני מרגיש שאני פגום או משהו בגלל שאין לי חום.,Sadness
אני מרגיש שהלב שלי עונה ממה שעשיתי.,Sadness
"עדיין הרגשתי רגיש ומלא באי נוחות, אז מגי פינקה אותי בגלידה ובסרט ",Sadness
אני מרגיש צורך אבל נוח עם זה; אני מרגיש פגיע אבל בטוח; אני מרגיש צורך להשיג את המטרה אך לא מקבל הקלה.,Sadness
"כתבתי על הנטייה שלי לעיתים קרובות להתחייב יותר מדי, מה שיכול לגרום לי להרגיש עייף ומוצף.",Sadness
התחלתי להרגיש מאוכזב הבוקר.,Sadness
אני לא יכול להיכנס לחנות בכל מקום שבו אני לא מרגיש לא נעים.,Anger
הרגשתי כעס בסוף שיחת הטלפון.,Anger
"אני צוחק; אני מרגיש עצבני, עייף וטרם-הורמונלי, מה שאני כנראה, אבל בכל מקרה זה רק היה שבוע, ואני בחדות כמו כלב ים בחופשה בקיץ.",Anger
אני מרגיש שכעס שבור בגלל שרבים לא עמדו בהתחייבויותיהם.,Anger
אני מרגיש תיעוב בכל גבר בעמדה בכירה שמדבר על בעיות חשמל באזור שלו ואומר שגם הבית שלי סובל מבעיות דומות.,Anger
אני מרגיש קצת לחוץ אפילו שהדברים שאני עושה הם כיף.,Anger
פרסמתי בדף הפייסבוק שלי מוקדם יותר השבוע; הייתי מרגיש קצת כעס ויצאתי מהשגרה בימים האחרונים.,Anger
"אני מרגיש מתוח, אבל אני מצפה לשיחה הקרובה עם המנהיג שלי.",Anger
אני מרגיש שהלב שלי מרגיש מורתע מהדברים שאני עושה.,Anger
אני שונא כשאני מרגיש פחד ללא סיבה מוחשית.,Anger
אני מרגיש זועם על משהו שלא מתנהל כפי שציפיתי.,Anger
אני מרגיש תסכול כי אני לא מצליח למצוא את מה שאני מחפש.,Anger
אני שונא את זה כשאני מרגיש כעס בלי שום סיבה.,Anger
אני מרגיש שהלב שלי כואב מהדברים שאני עושה.,Anger
אני מרגיש שאני לא מצליח להתמודד עם הפערים האישיים שלי.,Anger
אני מרגיש שמישהו לא מסכים עם הדרך שבה אני עושה דברים.,Anger
אני מרגיש כאילו אני לא יכול להכיל את הכעס שלי על מה שקרה.,Anger
אני מרגיש רגשות כעס ותסכול כלפי עצמי על הדרך בה אני מתנהג.,Anger
אני מרגיש תסכול כשאני לא מצליח להשיג את המטרות שלי.,Anger
אני מרגיש כעס כשאני רואה שמישהו מפר את ההבטחות שלו.,Anger
אני לא יכול להיכנס לחנות בכל מקום שבו אני לא מרגיש לא נעים.,Fear
אני מרגיש חשש כשהמישהו שאני אוהב עוזב אותי.,Fear
אני מרגיש חסר אונים כשהייתי נמצא במצב זה.,Fear
אני מרגיש פחד משום דבר שאני לא מבין.,Fear
אני מרגיש פחד כשאני פוגש אנשים חדשים.,Fear
אני מרגיש שאיני יכול להימנע מאי נוחות בסיטואציות חברתיות.,Fear
אני מרגיש בלחץ של חוסר אונים.,Fear
אני מרגיש לא נעים ומלא במתח סביב אנשים שאני לא מכיר.,Fear
אני מרגיש פחד מהמחשבות שלי על העתיד.,Fear
אני מרגיש שאני לא מצליח להימנע מהפחד שלי מדברים מסוימים.,Fear
אני מרגיש שאני לא מצליח להתמודד עם הפחד שלי ממצבים חדשים.,Fear
אני מרגיש פחד כשאני נתקל במצבים לא מוכרים.,Fear
אני מרגיש חשש ממחשבות שליליות שמציקות לי.,Fear
אני מרגיש פחד מהלא נודע ומהמצבים החדשים שאני פוגש.,Fear
אני מרגיש פחד כשאני חושב על העתיד שלי.,Fear
אני מרגיש פחד ממחשבות שמטרידות אותי.,Fear
אני מרגיש פחד מהשינויים המהירים שהתרחשו.,Fear
אני מרגיש פחד מהתגובה הלא צפויה של מישהו.,Fear
אני מרגיש פחד מהמחשבות שלי על המצב הנוכחי.,Fear
אני מרגיש קצת המום אבל לא יכול לדמיין מה מרגישים האנשים שעבדו בסטודיו עד הבוקר.,Surprise
אני מרגיש מופתע מהעובדה שיש כל כך הרבה אנשים שהתעניינו בנושא הזה.,Surprise
אני מרגיש מופתע מהתגובות של האנשים שמסביבי.,Surprise
אני מרגיש קצת המום מהתפנית החדשה בסיפור.,Surprise
אני מרגיש מופתע מהדרך שבה הדברים התפתחו.,Surprise
אני מרגיש הפתעה מהתגובה של חברי לקבוצה.,Surprise
אני מרגיש הפתעה מההזדמנות שנפתחה בפניי.,Surprise
אני מרגיש מופתע מהממצאים שגיליתי לאחרונה.,Surprise
אני מרגיש הפתעה מהשינוי הפתאומי בתוכניות שלי.,Surprise
אני מרגיש המום מהחדשות ששמעתי.,Surprise
אני מרגיש הפתעה מהכישרון החדש שגיליתי.,Surprise
אני מרגיש מופתע מהתוצאה של העבודה שעשיתי.,Surprise
אני מרגיש הפתעה מהיכולת של מישהו אחר.,Surprise
אני מרגיש הפתעה מהשפעת הדברים החדשים שסביבי.,Surprise
אני מרגיש מופתע מהשינויים המהירים שהתרחשו.,Surprise
אני מרגיש הפתעה מהתגובה הלא צפויה של מישהו.,Surprise
אני מרגיש מופתע מההתפתחות הבלתי צפויה בסיפור.,Surprise
אני מרגיש הפתעה מהעוצמה של החוויה החדשה שאני חווה.,Surprise
אני מרגיש מופתע מההצלחה שהגעתי אליה.,Surprise
אני מרגיש גועל כשהמזון שלי נוגע במשהו מלוכלך.,Disgust
היא מרגישה גועל כשיש לה צורך לגעת במשהו מגעיל.,Disgust
אנחנו מרגישים גועל כשאנחנו נתקלים באובייקט דוחה ברחוב.,Disgust
אתם מרגישים גועל כשאתם רואים צבעים מעורבבים בצורה לא נעימה.,Disgust
הם מרגישים גועל כשהם נוגעים בפריט ישן ומסריח.,Disgust
אני מרגיש גועל כשאני מוצא חפצים עזובים ומלוכלכים בתיק שלי.,Disgust
היא מרגישה גועל כשהיא נתקלת במזון מקולקל בשוק.,Disgust
אנחנו מרגישים גועל כשאנחנו פוגשים בעל חיים חולה ומזוהם.,Disgust
אתם מרגישים גועל כשהמים שזורמים בברז נראים מלוכלכים.,Disgust
הם מרגישים גועל כשחפצים מסביבם משדרים ריח רע.,Disgust
אני מרגיש גועל כשאני רואה חפצים מתפוררים ברחוב.,Disgust
היא מרגישה גועל כשיש לה צורך להשתמש במתקן ציבורי מלוכלך.,Disgust
אנחנו מרגישים גועל כשאנחנו נוגעים בעור עבש ומגעיל.,Disgust
אתם מרגישים גועל כשאתם רואים סביבה רטובה ובלתי מטופלת.,Disgust
הם מרגישים גועל כשהם פוגשים אתרי פסולת בסביבת העבודה.,Disgust
אני מרגיש גועל כשאני מוצא שטח פתוח מלוכלך ומלא בשאריות אוכל.,Disgust
היא מרגישה גועל כשיש לה צורך ללכת על רצפה רטובה ולא נקייה.,Disgust
אנחנו מרגישים גועל כשאנחנו שומעים על אוכל שנשאר בחוץ למשך זמן רב.,Disgust
אתם מרגישים גועל כשהאוויר סביבכם מלא באדים מסריחים.,Disgust
הם מרגישים גועל כשאתם רואים כלי אוכל שעברו שימוש חוזר ללא שטיפה.,Disgust
קרני השמש החמות מילאו את ליבה בשמחה טהורה.,Joy
היא לא הצליחה להפסיק לחייך לאחר ששמעה את החדשות הטובות.,Joy
צחוקם של הילדים הדהד דרך הפארק.,Joy
הזכייה בתחרות הביאה לו אושר רב.,Joy
האיחוד שלהם היה מלא בדמעות של שמחה.,Joy
מראה הים תמיד הביא לה שלווה וסיפוק.,Joy
ההצעה שלו עשתה אותה לאדם המאושר ביותר בעולם.,Joy
מסיבת ההפתעה הייתה אירוע שמח עבור כולם.,Joy
ההליכה בגן הפרחים העלתה את רוחה.,Joy
ההצלחה שלו מילאה את הוריו בגאווה ושמחה.,Joy
השלג הראשון של השנה מילא אותה בשמחת ילדות.,Joy
הריקוד שלהם היה חגיגה של חיים ואושר.,Joy
הלידה של ילדם הביאה שמחה ללא גבולות.,Joy
הטעם של הקינוח האהוב עליה עשה לה את היום.,Joy
ליבה התנפח משמחה כשהיא צפתה בשקיעה.,Joy
מחיאות הכפיים מהקהל מילאו אותו בשמחה.,Joy
היא הרגישה זרימה של אושר כשהיא קיבלה את המכתב.,Joy
חופשתם להרים הייתה מלאה ברגעים שמחים.,Joy
המוזיקה מילאה את החדר באנרגיה שמחה.,Joy
"היא מצאה שמחה בדברים הקטנים, כמו כוס תה חמה.",Joy
